"Name";"DisplayName";"Description";"Enabled";"Direction";"Action";"Profile";"PolicyStore";"EdgeTraversalPolicy";"Platform";"Program";"Service";"InterfaceType";"InterfaceAlias";"ApplicationName";"ServiceName";"Group";"Owner";"DisplayGroup";"EnabledToString";"RuleState";"LocalAddresses";"RemoteAddresses";"LocalPorts";"RemotePorts";"Protocol";"Application";"IPsec";"Filters"
"{A883F821-31F0-4D6A-838E-D016999738FE}";"Zoom Video Meeting";"Allow network traffic for Zoom Video Conference";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"Zoom Video Conference";;"Zoom Video Conference";"True";"Active";"Any";"Any";"7200-17210";"Any";"UDP";"C:\Users\Olivier\AppData\Roaming\Zoom\bin\Zoom.exe";"";""
"{5289DD0B-CDAC-4D8A-8516-BE8472DAFFD7}";"Airhost service for Zoom Video Meetings";"Allow network traffic for Zoom Video Conference";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"Zoom Video Conference";;"Zoom Video Conference";"True";"Active";"Any";"Any";"5000;7000;7100;50000;7200-17210;8888";"Any";"TCP";"C:\Users\Olivier\AppData\Roaming\Zoom\bin\airhost.exe";"";""
"{9F7087EC-6808-40F4-A0BF-394AAA214779}";"Airhost service for Zoom Video Meetings";"Allow network traffic for Zoom Video Conference";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"Zoom Video Conference";;"Zoom Video Conference";"True";"Active";"Any";"Any";"5353;7200-17210;8889";"Any";"UDP";"C:\Users\Olivier\AppData\Roaming\Zoom\bin\airhost.exe";"";""
"windows_ie_ac_001-Out-Allow-AllCapabilities";"windows_ie_ac_001";"Created by IE";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"windows_ie_ac_001";"S-1-5-18";"windows_ie_ac_001";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.AccountsControl_cw5n1h2txyewy-Out-Allow-AllCapabilities";"E-mail et comptes";"E-mail et comptes";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.AccountsControl_10.0.26100.1_neutral__cw5n1h2txyewy?ms-resource://Microsoft.AccountsControl/Resources/DisplayName}";"S-1-5-18";"E-mail et comptes";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Win32WebViewHost_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Visionneuse web de l’application de bureau";"Visionneuse web de l’application de bureau";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.Win32WebViewHost_10.0.26100.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.Win32WebViewHost/resources/DisplayName}";"S-1-5-18";"Visionneuse web de l’application de bureau";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Win32WebViewHost_cw5n1h2txyewy-In-Allow-ServerCapability";"Visionneuse web de l’application de bureau";"Visionneuse web de l’application de bureau";"True";"Inbound";"Allow";"Domain, Private, Public";;"Allow";"System.String[]";;;;;;;"@{Microsoft.Win32WebViewHost_10.0.26100.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.Win32WebViewHost/resources/DisplayName}";"S-1-5-18";"Visionneuse web de l’application de bureau";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Windows.Apprep.ChxApp_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Windows Defender SmartScreen";"Windows Defender SmartScreen";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.Apprep.ChxApp_1000.25128.1000.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Apprep.ChxApp/resources/DisplayName}";"S-1-5-18";"Windows Defender SmartScreen";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Votre compte";"Votre compte";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.CloudExperienceHost_10.0.26100.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}";"S-1-5-18";"Votre compte";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy-In-Allow-ServerCapability";"Votre compte";"Votre compte";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.CloudExperienceHost_10.0.26100.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}";"S-1-5-18";"Votre compte";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Contenu Microsoft";"Contenu Microsoft";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.ContentDeliveryManager_10.0.26100.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName}";"S-1-5-18";"Contenu Microsoft";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Windows.ParentalControls_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Contrôle parental Microsoft";"Contrôle parental Microsoft";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.ParentalControls_1000.25128.1000.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ParentalControls/resources/DisplayName}";"S-1-5-18";"Contrôle parental Microsoft";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Windows.PeopleExperienceHost_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Expérience Windows Shell";"Expérience Windows Shell";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.PeopleExperienceHost_10.0.26100.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.PeopleExperienceHost/resources/PkgDisplayName}";"S-1-5-18";"Expérience Windows Shell";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Windows.PrintQueueActionCenter_cw5n1h2txyewy-Out-Allow-AllCapabilities";"File d’impression";"File d’impression";"False";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.PrintQueueActionCenter_1.0.2.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.PrintQueueActionCenter/Resources/AppxManifest_DisplayName}";"S-1-5-18";"File d’impression";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Examen";"Examen";"False";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.SecureAssessmentBrowser_10.0.26100.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecureAssessmentBrowser/Resources/PackageDisplayName}";"S-1-5-18";"Examen";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.XboxGameCallableUI_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Xbox Game UI";"Xbox Game UI";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.XboxGameCallableUI_1000.25128.1000.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxGameCallableUI/resources/PkgDisplayName}";"S-1-5-18";"Xbox Game UI";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Windows.PrintDialog_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Impression Windows";"Impression Windows";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Windows.PrintDialog_6.2.3.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.PrintDialog/Resources/DisplayName}";"S-1-5-18";"Impression Windows";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.PPIProjection_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Affichage sans fil";"Affichage sans fil";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.PPIProjection_10.0.26100.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.PPIProjection/resources/ProductNameWindowsStore}";"S-1-5-21-349234613-936635038-205130404-1001";"Affichage sans fil";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.PPIProjection_cw5n1h2txyewy-In-Allow-ServerCapability";"Affichage sans fil";"Affichage sans fil";"True";"Inbound";"Allow";"Domain, Private, Public";;"Allow";"System.String[]";;;;;;;"@{Microsoft.PPIProjection_10.0.26100.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.PPIProjection/resources/ProductNameWindowsStore}";"S-1-5-21-349234613-936635038-205130404-1001";"Affichage sans fil";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe-Out-Allow-AllCapabilities";"Narrateur";"Accueil du Narrateur";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.NarratorQuickStart_10.0.26100.1_neutral_neutral_8wekyb3d8bbwe?ms-resource://Microsoft.Windows.NarratorQuickStart/Resources/AppDisplayName}";"S-1-5-21-349234613-936635038-205130404-1001";"Narrateur";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.BingNews_8wekyb3d8bbwe-Out-Allow-AllCapabilities";"Actualités";"Actualités";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.BingNews_4.56.242.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingNews/Resources/ApplicationTitleWithTagline}";"S-1-5-21-349234613-936635038-205130404-1001";"Actualités";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"B9ECED6F.ArmouryCrate_qmba6cd70vzyy-Out-Allow-AllCapabilities";"ARMOURY CRATE";"ARMOURY CRATE";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"ARMOURY CRATE";"S-1-5-21-349234613-936635038-205130404-1001";"ARMOURY CRATE";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"B9ECED6F.ArmouryCrate_qmba6cd70vzyy-In-Allow-ServerCapability";"ARMOURY CRATE";"ARMOURY CRATE";"True";"Inbound";"Allow";"Domain, Private, Public";;"Allow";"System.String[]";;;;;;;"ARMOURY CRATE";"S-1-5-21-349234613-936635038-205130404-1001";"ARMOURY CRATE";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy-Out-Allow-AllCapabilities";"Compte professionnel ou scolaire";"Compte professionnel ou scolaire";"True";"Outbound";"Allow";"Domain, Private, Public";;"Block";"System.String[]";;;;;;;"@{Microsoft.AAD.BrokerPlugin_1000.19580.1000.2_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}";"S-1-5-18";"Compte professionnel ou scolaire";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy-In-Allow-ServerCapability";"Compte professionnel ou scolaire";"Compte professionnel ou scolaire";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@{Microsoft.AAD.BrokerPlugin_1000.19580.1000.2_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}";"S-1-5-18";"Compte professionnel ou scolaire";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"WiFiDirect-KM-Driver-Out-UDP";"Pilote WFD uniquement (UDP-Sortie)";"Règle de trafic entrant pour les pilotes pour communiquer via WFD (UDP-Sortie)";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@wlansvc.dll,-36865";;"Service WLAN - Règles du pilote en mode noyau de WFD Services";"True";"Active";"Any";"Any";"Any";"Any";"UDP";"System";"";""
"Wininit-Shutdown-In-Rule-TCP-RPC";"Règle entrante pour l’arrêt à distance (TCP entrant)";"Règle entrante pour l’arrêt à distance par RPC/TCP dynamique.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@firewallapi.dll,-36751";;"Arrêt à distance";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%systemroot%\system32\wininit.exe";"";""
"Microsoft-Windows-WLANSvc-ASP-CP-In";"Protocole de coordination ASP WFD (UDP-In)";"Règle entrante du service WLAN autorisant le protocole de coordination pour les sessions WFD Service [UDP 7235]";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@wlansvc.dll,-36864";;"Service WLAN - Protocole de coordination Application Services Platform WFD (utilise UDP)";"True";"Active";"Any";"LocalSubnet";"7235";"7235";"UDP";"%systemroot%\system32\svchost.exe";"";""
"WiFiDirect-KM-Driver-In-TCP";"Pilote WFD uniquement (TCP-Entrée)";"Règle de trafic entrant pour les pilotes pour communiquer via WFD (TCP-Entrée)";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@wlansvc.dll,-36865";;"Service WLAN - Règles du pilote en mode noyau de WFD Services";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"System";"";""
"WiFiDirect-KM-Driver-Out-TCP";"Pilote WFD uniquement (TCP-Sortie)";"Règle de trafic entrant pour les pilotes pour communiquer via WFD (TCP-Sortie)";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@wlansvc.dll,-36865";;"Service WLAN - Règles du pilote en mode noyau de WFD Services";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"System";"";""
"Wininit-Shutdown-In-Rule-TCP-RPC-EPMapper";"Règle entrante pour l’arrêt à distance (RPC-EP entrant)";"Règle entrante pour que le service RPCSS autorise le trafic RPC/TCP";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@firewallapi.dll,-36751";;"Arrêt à distance";"True";"Active";"Any";"Any";"RPCEPMap";"Any";"TCP";"%systemroot%\system32\wininit.exe";"";""
"Microsoft-Windows-WLANSvc-ASP-CP-Out";"Protocole de coordination ASP WFD (UDP-Out)";"Règle sortante du service WLAN autorisant le protocole de coordination pour les sessions WFD Service [UDP 7235]";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@wlansvc.dll,-36864";;"Service WLAN - Protocole de coordination Application Services Platform WFD (utilise UDP)";"True";"Active";"Any";"LocalSubnet";"7235";"7235";"UDP";"%systemroot%\system32\svchost.exe";"";""
"WiFiDirect-KM-Driver-In-UDP";"Pilote WFD uniquement (UDP-Entrée)";"Règle de trafic entrant pour les pilotes pour communiquer via WFD (UDP-Entrée)";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@wlansvc.dll,-36865";;"Service WLAN - Règles du pilote en mode noyau de WFD Services";"True";"Active";"Any";"Any";"Any";"Any";"UDP";"System";"";""
"{77E09812-3CED-44AB-B48A-2BD48741AF86}";"ACSETUP";"Armory Crate";"True";"Inbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"C:\Users\Olivier\AppData\Local\Temp\ACFL\ACSetup\ACSetup.exe";"";""
"{758E22A6-17F2-42CD-BDD7-82D4CF903531}";"ACSETUP";"Armory Crate";"True";"Inbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"C:\Users\Olivier\AppData\Local\Temp\ACFL\ACSetup\ACSetup.exe";"";""
"FPS-RPCSS-In-TCP-NoScope";"Partage de fichiers et d’imprimantes (Service Spouleur - RPC-EPMAP)";"Règle de trafic entrant pour le service RPCSS pour autoriser le trafic RPC/TCP pour le service Spouleur.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"Any";"RPCEPMap";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"FPS-SpoolSvc-In-TCP-NoScope";"Partage de fichiers et d’imprimantes (service Spouleur - RPC)";"Règle de trafic entrant pour le partage de fichiers et d’imprimantes pour permettre au service Spouleur d’impression de communiquer via TCP/RPC.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\spoolsv.exe";"";""
"FPS-ICMP6-ERQ-Out-V2";"Partage de fichiers et d’imprimantes (restrictif) (Demande d’écho - ICMPv6 sortant)";"Les messages Demande d’écho sont envoyés en tant que demandes Ping à d’autres nœuds.";"False";"Outbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28672";;"Partage de fichiers et d’imprimantes (restrictif)";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"FPS-NB_Session-In-TCP-NoScope";"Partage de fichiers et d’imprimantes (NB-Session-Entrée)";"Règle de trafic entrant pour le partage de fichiers et d’imprimantes pour autoriser les connexions au service de session NetBIOS. [TCP 139]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"Any";"139";"Any";"TCP";"System";"";""
"FPS-NB_Datagram-Out-UDP-NoScope";"Partage de fichiers et d’imprimantes (NB-Datagramme-Sortie)";"Règle de trafic sortant pour le partage de fichiers et d’imprimantes pour autoriser la transmission et la réception des datagrammes NetBIOS [UDP 138]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"Any";"Any";"138";"UDP";"System";"";""
"FPS-SpoolSvc-In-TCP";"Partage de fichiers et d’imprimantes (service Spouleur - RPC)";"Règle de trafic entrant pour le partage de fichiers et d’imprimantes pour permettre au service Spouleur d’impression de communiquer via TCP/RPC.";"True";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"LocalSubnet";"RPC";"Any";"TCP";"%SystemRoot%\system32\spoolsv.exe";"";""
"FPS-ICMP4-ERQ-Out";"Partage de fichiers et d’imprimantes (Demande d’écho - Trafic sortant ICMPv4)";"Les messages Demande d’écho sont envoyés en tant que demandes Ping à d’autres nœuds.";"True";"Outbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"LocalSubnet4";"RPC";"Any";"ICMPv4";"System";"";""
"FPS-NB_Name-Out-UDP-NoScope";"Partage de fichiers et d’imprimantes (NB-Nom-Sortie)";"Règle de trafic sortant pour le partage de fichiers et d’imprimantes pour autoriser la résolution de noms NetBIOS [UDP 137]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"Any";"Any";"137";"UDP";"System";"";""
"FPS-SMB-Out-TCP";"Partage de fichiers et d’imprimantes (SMB-Sortie)";"Règle de trafic sortant pour le partage de fichiers et d’imprimantes pour autoriser la transmission et la réception de blocs SMB (Server Message Block) par le biais de canaux nommés. [TCP 445]";"True";"Outbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"LocalSubnet";"Any";"445";"TCP";"System";"";""
"FPS-ICMP4-ERQ-Out-NoScope";"Partage de fichiers et d’imprimantes (Demande d’écho - Trafic sortant ICMPv4)";"Les messages Demande d’écho sont envoyés en tant que demandes Ping à d’autres nœuds.";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv4";"System";"";""
"FPS-SMB-Out-TCP-NoScope";"Partage de fichiers et d’imprimantes (SMB-Sortie)";"Règle de trafic sortant pour le partage de fichiers et d’imprimantes pour autoriser la transmission et la réception de blocs SMB (Server Message Block) par le biais de canaux nommés. [TCP 445]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"Any";"Any";"445";"TCP";"System";"";""
"FPS-SMB-In-TCP-V2";"Partage de fichiers et d’imprimantes (restrictif) (SMB-entrée)";"Règle de trafic entrant pour le partage de fichiers et d’imprimantes pour autoriser la transmission et la réception de blocs SMB (Server Message Block) par le biais de canaux nommés. [TCP 445]";"False";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28672";;"Partage de fichiers et d’imprimantes (restrictif)";"True";"Active";"Any";"Any";"445";"Any";"TCP";"System";"";""
"FPS-SpoolWorker-In-TCP";"Partage de fichiers et d’imprimantes (Worker du service spouleur – RPC)";"Règle d'entrée du partage de fichiers et d'imprimantes permettant au Worker du service spouleur d'impression de communiquer via TCP/RPC.";"False";"Inbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"LocalSubnet";"RPC";"Any";"TCP";"%SystemRoot%\system32\spoolsvworker.exe";"";""
"FPS-NB_Datagram-In-UDP-NoScope";"Partage de fichiers et d’imprimantes (NB-Datagramme-Entrée)";"Règle de trafic entrant pour le partage de fichiers et d’imprimantes pour autoriser la transmission et la réception des datagrammes NetBIOS [UDP 138]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"Any";"138";"Any";"UDP";"System";"";""
"FPS-NB_Name-In-UDP";"Partage de fichiers et d’imprimantes (NB-Nom-Entrée)";"Règle de trafic entrant pour le partage de fichiers et d’imprimantes pour autoriser la résolution de noms NetBIOS [UDP 137]";"True";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"LocalSubnet";"137";"Any";"UDP";"System";"";""
"FPS-NB_Session-Out-TCP";"Partage de fichiers et d’imprimantes (NB-Session-Sortie)";"Règle de trafic sortant pour le partage de fichiers et d’imprimantes pour autoriser les connexions au service de session NetBIOS. [TCP 139]";"True";"Outbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"LocalSubnet";"Any";"139";"TCP";"System";"";""
"FPS-LLMNR-In-UDP-V2";"Partage de fichiers et d’imprimantes (restrictif) (LLMNR-UDP-entrée)";"Règle de trafic entrant pour que le Partage de fichiers et d’imprimantes autorise la résolution LLMNR (Link Local Multicast Name Resolution)";"False";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28672";;"Partage de fichiers et d’imprimantes (restrictif)";"True";"Active";"Any";"LocalSubnet";"5355";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"FPS-LLMNR-Out-UDP-V2";"Partage de fichiers et d’imprimantes (restrictif) (LLMNR-UDP-sortie)";"Règle de trafic sortant pour le partage de fichiers et d’imprimantes pour autoriser la résolution de noms de multidiffusion locale de liaison. [UDP 5355]";"False";"Outbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28672";;"Partage de fichiers et d’imprimantes (restrictif)";"True";"Active";"Any";"LocalSubnet";"Any";"5355";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"FPS-RPCSS-In-TCP";"Partage de fichiers et d’imprimantes (Service Spouleur - RPC-EPMAP)";"Règle de trafic entrant pour le service RPCSS pour autoriser le trafic RPC/TCP pour le service Spouleur.";"True";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"LocalSubnet";"RPCEPMap";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"FPS-ICMP6-ERQ-Out";"Partage de fichiers et d’imprimantes (Demande d’écho - ICMPv6 sortant)";"Les messages Demande d’écho sont envoyés en tant que demandes Ping à d’autres nœuds.";"True";"Outbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"LocalSubnet6";"RPC";"Any";"ICMPv6";"System";"";""
"FPS-NB_Name-In-UDP-NoScope";"Partage de fichiers et d’imprimantes (NB-Nom-Entrée)";"Règle de trafic entrant pour le partage de fichiers et d’imprimantes pour autoriser la résolution de noms NetBIOS [UDP 137]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"Any";"137";"Any";"UDP";"System";"";""
"FPS-SpoolSvc-In-TCP-V2";"Partage de fichiers et d’imprimantes (restrictif) (service spouleur – RPC)";"Règle de trafic entrant pour le partage de fichiers et d’imprimantes pour permettre au service Spouleur d’impression de communiquer via TCP/RPC.";"False";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28672";;"Partage de fichiers et d’imprimantes (restrictif)";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\spoolsv.exe";"";""
"FPS-NB_Session-In-TCP";"Partage de fichiers et d’imprimantes (NB-Session-Entrée)";"Règle de trafic entrant pour le partage de fichiers et d’imprimantes pour autoriser les connexions au service de session NetBIOS. [TCP 139]";"True";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"LocalSubnet";"139";"Any";"TCP";"System";"";""
"FPS-ICMP4-ERQ-In";"Partage de fichiers et d’imprimantes (Demande d’écho - Trafic entrant ICMPv4)";"Les messages Demande d’écho sont envoyés en tant que demandes Ping à d’autres nœuds.";"True";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28502";;"Partage de fichiers et d’imprimantes";"True";"Active";"Any";"LocalSubnet4";"RPC";"Any";"ICMPv4";"System";"";""
"FPS-SpoolWorker-In-TCP-V2";"Partage de fichiers et d'imprimantes (Restrictif) (Worker du Service spouleur – RPC)";"Règle d'entrée du partage de fichiers et d'imprimantes permettant au Worker du service spouleur d'impression de communiquer via TCP/RPC.";"False";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-28672";;"Partage de fichiers et d’imprimantes (restrictif)";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\spoolsvworker.exe";"";""
