"Name";"DisplayName";"Description";"Enabled";"Direction";"Action";"Profile";"PolicyStore";"EdgeTraversalPolicy";"Platform";"Program";"Service";"InterfaceType";"InterfaceAlias";"ApplicationName";"ServiceName";"Group";"Owner";"DisplayGroup";"EnabledToString";"RuleState";"LocalAddresses";"RemoteAddresses";"LocalPorts";"RemotePorts";"Protocol";"Application";"IPsec";"Filters"
"NetworkLoadBalancing-ICMPv6-ERQ-Out";"Network Load Balancing Manager (ICMP6-ERQ-Out)";"Outbound rule to allow ICMP6 echo request messages from Network Load Balancing Manager.";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"Network Load Balancing Manager";;"Network Load Balancing Manager";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"NetworkLoadBalancing-ICMPv6-DU-In";"Network Load Balancing Manager (ICMP6-DU-In)";"Inbound rule to allow ICMP6 destination unreachable messages to Network Load Balancing Manager.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"Network Load Balancing Manager";;"Network Load Balancing Manager";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"NetworkLoadBalancing-ICMPv6-ER-In";"Network Load Balancing Manager (ICMP6-ER-In)";"Inbound rule to allow ICMP6 echo reply messages to Network Load Balancing Manager.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"Network Load Balancing Manager";;"Network Load Balancing Manager";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"OpenSSH-Server-In-TCP";"OpenSSH SSH Server (sshd)";"Inbound rule for OpenSSH SSH Server (sshd)";"True";"Inbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"OpenSSH Server";;"OpenSSH Server";"True";"Active";"Any";"Any";"22";"Any";"TCP";"%SystemRoot%\system32\OpenSSH\sshd.exe";"";""
"SNMP-Out-UDP";"Service SNMP (UDP sortant)";"Règle de trafic sortant pour que le service SNMP (Simple Network Management Protocol) autorise le trafic SNMP. [UDP 161]";"True";"Outbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@firewallapi.dll,-50303";;"Service SNMP";"True";"Active";"Any";"LocalSubnet";"Any";"161";"UDP";"%SystemRoot%\system32\snmp.exe";"";""
"SNMP-In-UDP-NoScope";"Service SNMP (UDP entrant)";"Règle de trafic entrant pour que le service SNMP (Simple Network Management Protocol) autorise le trafic SNMP. [UDP 161]";"True";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@firewallapi.dll,-50303";;"Service SNMP";"True";"Active";"Any";"Any";"161";"Any";"UDP";"%SystemRoot%\system32\snmp.exe";"";""
"SNMP-Out-UDP-NoScope";"Service SNMP (UDP sortant)";"Règle de trafic sortant pour que le service SNMP (Simple Network Management Protocol) autorise le trafic SNMP. [UDP 161]";"True";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@firewallapi.dll,-50303";;"Service SNMP";"True";"Active";"Any";"Any";"Any";"161";"UDP";"%SystemRoot%\system32\snmp.exe";"";""
"SNMP-In-UDP";"Service SNMP (UDP entrant)";"Règle de trafic entrant pour que le service SNMP (Simple Network Management Protocol) autorise le trafic SNMP. [UDP 161]";"True";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@firewallapi.dll,-50303";;"Service SNMP";"True";"Active";"Any";"LocalSubnet";"161";"Any";"UDP";"%SystemRoot%\system32\snmp.exe";"";""
"DfsMgmt-In-TCP";"Gestion du système de fichiers distribués DFS (TCP-entrant)";"Règle de trafic entrant pour la Gestion du système de fichiers distribués DFS autorisant la gestion à distance du service Gestion du système de fichiers distribués DFS via DCOM.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37802";;"Gestion du système de fichiers distribués DFS";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%systemroot%\system32\dfsfrsHost.exe";"";""
"DfSMgmt-DCOM-In-TCP";"Gestion du système de fichiers distribués DFS (DCOM-entrant)";"Règle de trafic entrant pour la Gestion du système de fichiers distribués DFS autorisant l’activation DCOM à distance à l’aide du service RPCSS.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37802";;"Gestion du système de fichiers distribués DFS";"True";"Active";"Any";"Any";"135";"Any";"TCP";"%systemroot%\system32\svchost.exe";"";""
"DfsMgmt-SMB-In-TCP";"Gestion du système de fichiers distribués DFS (SMB-entrant)";"Règle de trafic entrant pour la Gestion du système de fichiers distribués DFS autorisant la transmission et la réception du protocole SMB sur ces canaux nommés. [TCP 445].";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37802";;"Gestion du système de fichiers distribués DFS";"True";"Active";"Any";"Any";"445";"Any";"TCP";"System";"";""
"DfsMgmt-WMI-In-TCP";"Gestion du système de fichiers distribués DFS (WMI-entrant)";"Règle de trafic entrant pour la Gestion du système de fichiers distribués DFS autorisant l’invocation à distance de WMI.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37802";;"Gestion du système de fichiers distribués DFS";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%systemroot%\system32\svchost.exe";"";""
"FailoverClusterManager-ICMPv6-ERQ-Out";"Failover Cluster Manager (ICMP6-ERQ-Out)";"Outbound rule for Failover Cluster management tools to allow ICMP6 echo request messages.";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"Failover Cluster Manager";;"Failover Cluster Manager";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"FailoverClusterManager-ICMPv4-ER-In";"Failover Cluster Manager (ICMP4-ER-In)";"Inbound rule for Failover Cluster management tools to allow ICMP4 echo response messages.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"Failover Cluster Manager";;"Failover Cluster Manager";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv4";"System";"";""
"FailoverClusterManager-ICMPv6-ER-In";"Failover Cluster Manager (ICMP6-ER-In)";"Inbound rule for Failover Cluster management tools to allow ICMP6 echo response messages.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"Failover Cluster Manager";;"Failover Cluster Manager";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"FailoverClusterManager-ICMPv4-ERQ-Out";"Failover Cluster Manager (ICMP4-ERQ-Out)";"Outbound rule for Failover Cluster management tools to allow ICMP4 echo request messages.";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"Failover Cluster Manager";;"Failover Cluster Manager";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv4";"System";"";""
"UDP Query User{9EBF82BB-A76D-4065-ABDA-A222F67D1B7D}C:\users\olivier\appdata\local\programs\curseforge\curseforge.exe";"curseforge.exe";"curseforge.exe";"True";"Inbound";"Allow";"Private";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"C:\users\olivier\appdata\local\programs\curseforge\curseforge.exe";"";""
"TCP Query User{539E59FB-20DA-412F-A593-365E38158BD9}C:\users\olivier\appdata\local\programs\curseforge\curseforge.exe";"curseforge.exe";"curseforge.exe";"True";"Inbound";"Allow";"Private";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"C:\users\olivier\appdata\local\programs\curseforge\curseforge.exe";"";""
"UDP Query User{14373D36-A07B-44CE-81B5-FF20E521325C}C:\users\olivier\appdata\local\programs\curseforge\curseforge.exe";"curseforge.exe";"curseforge.exe";"True";"Inbound";"Allow";"Public";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"C:\users\olivier\appdata\local\programs\curseforge\curseforge.exe";"";""
"TCP Query User{C9BD2C56-82AE-4E92-8F0F-FDD684FAE5E6}C:\users\olivier\appdata\local\programs\curseforge\curseforge.exe";"curseforge.exe";"curseforge.exe";"True";"Inbound";"Allow";"Public";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"C:\users\olivier\appdata\local\programs\curseforge\curseforge.exe";"";""
"{7AAEA45E-F38F-4461-8025-936AEF8EFD26}";"Subnautica";;"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"D:\SteamLibrary\steamapps\common\Subnautica\Subnautica.exe";"";""
"{12E1F0E2-C56F-4B0D-902F-71B11880F9CE}";"Subnautica";;"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"D:\SteamLibrary\steamapps\common\Subnautica\Subnautica.exe";"";""
"{984D1D75-4BFD-43A7-AD31-457D594BFD87}";"Subnautica: Below Zero";;"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"D:\SteamLibrary\steamapps\common\SubnauticaZero\SubnauticaZero.exe";"";""
"{4B7B4634-30E6-4E48-9D52-2C47F890C4CC}";"Subnautica: Below Zero";;"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"D:\SteamLibrary\steamapps\common\SubnauticaZero\SubnauticaZero.exe";"";""
"UDP Query User{CF344417-1BB7-44F7-AC9A-C47D6A24F29F}D:\steamlibrary\steamapps\common\counter-strike global offensive\game\bin\win64\cs2.exe";"cs2";"cs2";"True";"Inbound";"Allow";"Public";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"D:\steamlibrary\steamapps\common\counter-strike global offensive\game\bin\win64\cs2.exe";"";""
"TCP Query User{270F03CC-6A2A-41EC-8067-22B3E603327D}D:\steamlibrary\steamapps\common\counter-strike global offensive\game\bin\win64\cs2.exe";"cs2";"cs2";"True";"Inbound";"Allow";"Public";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"D:\steamlibrary\steamapps\common\counter-strike global offensive\game\bin\win64\cs2.exe";"";""
"{18116CEE-C1CF-4C1D-A4CB-CAFADF4D2480}";"@{MicrosoftWindows.Client.CBS_1000.22700.1055.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.CBS/resources/ProductPkgDisplayName}";"@{MicrosoftWindows.Client.CBS_1000.22700.1055.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.CBS/resources/ProductPkgDisplayName}";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@{MicrosoftWindows.Client.CBS_1000.22700.1055.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.CBS/resources/ProductPkgDisplayName}";"S-1-5-21-349234613-936635038-205130404-1001";"@{MicrosoftWindows.Client.CBS_1000.22700.1055.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.CBS/resources/ProductPkgDisplayName}";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"{AE2A61A0-42EA-41BE-95DA-899CA996FDC4}";"@{MicrosoftWindows.Client.CBS_1000.22700.1055.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.CBS/resources/ProductPkgDisplayName}";"@{MicrosoftWindows.Client.CBS_1000.22700.1055.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.CBS/resources/ProductPkgDisplayName}";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@{MicrosoftWindows.Client.CBS_1000.22700.1055.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.CBS/resources/ProductPkgDisplayName}";"S-1-5-21-349234613-936635038-205130404-1001";"@{MicrosoftWindows.Client.CBS_1000.22700.1055.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.CBS/resources/ProductPkgDisplayName}";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"{8C8BF2A1-C553-40CF-9398-B4AFE8F68905}";"@{Microsoft.WindowsTerminalPreview_1.22.3232.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsTerminalPreview/Resources/AppStoreNamePre}";"@{Microsoft.WindowsTerminalPreview_1.22.3232.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsTerminalPreview/Resources/AppStoreNamePre}";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@{Microsoft.WindowsTerminalPreview_1.22.3232.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsTerminalPreview/Resources/AppStoreNamePre}";"S-1-5-21-349234613-936635038-205130404-1001";"@{Microsoft.WindowsTerminalPreview_1.22.3232.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsTerminalPreview/Resources/AppStoreNamePre}";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"{2CF61077-138E-4D29-88BE-64D07249C38C}";"@{MicrosoftWindows.Client.Core_1000.22700.1012.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Core/resources/ProductPkgDisplayName}";"@{MicrosoftWindows.Client.Core_1000.22700.1012.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Core/resources/ProductPkgDisplayName}";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@{MicrosoftWindows.Client.Core_1000.22700.1012.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Core/resources/ProductPkgDisplayName}";"S-1-5-21-349234613-936635038-205130404-1001";"@{MicrosoftWindows.Client.Core_1000.22700.1012.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Core/resources/ProductPkgDisplayName}";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"{A38DDEA4-F156-49C8-9E05-77FF23BB422F}";"@{MicrosoftWindows.Client.Core_1000.22700.1012.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Core/resources/ProductPkgDisplayName}";"@{MicrosoftWindows.Client.Core_1000.22700.1012.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Core/resources/ProductPkgDisplayName}";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@{MicrosoftWindows.Client.Core_1000.22700.1012.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Core/resources/ProductPkgDisplayName}";"S-1-5-21-349234613-936635038-205130404-1001";"@{MicrosoftWindows.Client.Core_1000.22700.1012.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Core/resources/ProductPkgDisplayName}";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"{C54B2977-9919-4F3C-AE21-B89EBDCC654B}";"qBittorrent";;"True";"Inbound";"Allow";"Public";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"C:\Program Files\qBittorrent\qbittorrent.exe";"";""
"{D4F797CD-C6F9-4B2F-88FB-364B147AF2E7}";"qBittorrent";;"True";"Inbound";"Allow";"Public";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"C:\Program Files\qBittorrent\qbittorrent.exe";"";""
"UDP Query User{E581B754-526C-439B-9787-D1FCBDA2FAE4}D:\binairespourwindows10-11\anydesk\anydesk.exe";"AnyDesk";"AnyDesk";"True";"Inbound";"Allow";"Public";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"D:\binairespourwindows10-11\anydesk\anydesk.exe";"";""
"TCP Query User{B5A98F2E-8F57-4AA2-AB54-C9FE9734CF7E}D:\binairespourwindows10-11\anydesk\anydesk.exe";"AnyDesk";"AnyDesk";"True";"Inbound";"Allow";"Public";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"D:\binairespourwindows10-11\anydesk\anydesk.exe";"";""
"{F135688D-80EB-4084-88A1-9A89C74E5B54}";"@{Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4249_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}";"@{Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4249_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4249_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}";"S-1-5-21-349234613-936635038-205130404-1001";"@{Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4249_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"{E6A06904-631E-4F25-B0CD-ABCEF306A679}";"@{Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4249_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}";"@{Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4249_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@{Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4249_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}";"S-1-5-21-349234613-936635038-205130404-1001";"@{Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4249_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"UDP Query User{8AE65DC9-BCEE-403C-A61E-4D7AF2A0348B}C:\program files\windowsapps\21382feeperfectag.feemwififiletransfer_5.23.1.0_x64__3xp8pt3b97ng4\app\feem.exe";"Feem";"Feem";"True";"Inbound";"Allow";"Public";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"C:\program files\windowsapps\21382feeperfectag.feemwififiletransfer_5.23.1.0_x64__3xp8pt3b97ng4\app\feem.exe";"";""
"TCP Query User{556492B2-B226-4BA4-B1AF-26EF5556EEF3}C:\program files\windowsapps\21382feeperfectag.feemwififiletransfer_5.23.1.0_x64__3xp8pt3b97ng4\app\feem.exe";"Feem";"Feem";"True";"Inbound";"Allow";"Public";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"C:\program files\windowsapps\21382feeperfectag.feemwififiletransfer_5.23.1.0_x64__3xp8pt3b97ng4\app\feem.exe";"";""
"{5542348B-04A7-4CFB-89A1-E22960002341}";"Microsoft Teams (personal)";"Microsoft Teams (personal)";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"{78E1CD88-49E3-476E-B926-580E596AD309}";;"{78E1CD88-49E3-476E-B926-580E596AD309}";"True";"Active";"Any";"Any";"Any";"Any";"UDP";"C:\Program Files\WindowsApps\MicrosoftTeams_24215.1105.3082.1600_x64__8wekyb3d8bbwe\msteams.exe";"";""
"{D6DCB0A7-FBC5-4601-A657-B996BF5BF069}";"Microsoft Teams (personal)";"Microsoft Teams (personal)";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"{78E1CD88-49E3-476E-B926-580E596AD309}";;"{78E1CD88-49E3-476E-B926-580E596AD309}";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"C:\Program Files\WindowsApps\MicrosoftTeams_24215.1105.3082.1600_x64__8wekyb3d8bbwe\msteams.exe";"";""
"{8CB4256D-018B-49DF-A7EF-1BAE01BCB256}";"RedKard OUT Rooster (80,443,60000-60010)";"RedKard Anti-Cheat Exception";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"RedKard";;"RedKard";"True";"Active";"Any";"Any";"Any";"80;443;60000-60010";"TCP";"D:\SteamLibrary\steamapps\common\Splitgate 2 Playtest\PortalWars2\Binaries\Win64\PortalWars2Client-Win64-Shipping.exe";"";""
"{C6720538-A068-4064-9305-BB03649D6371}";"RedKard IN Rooster (80,443,60000-60010)";"RedKard Anti-Cheat Exception";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"RedKard";;"RedKard";"True";"Active";"Any";"Any";"Any";"80;443;60000-60010";"TCP";"D:\SteamLibrary\steamapps\common\Splitgate 2 Playtest\PortalWars2\Binaries\Win64\PortalWars2Client-Win64-Shipping.exe";"";""
"{3C50F72F-AC39-4BB7-B829-2079100CF4B6}";"Splitgate 2 - Alpha";;"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"D:\SteamLibrary\steamapps\common\Splitgate 2 Playtest\launcher.exe";"";""
"{BE7C7AA9-186F-4B76-A13C-D63A4297D7A6}";"Splitgate 2 - Alpha";;"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"D:\SteamLibrary\steamapps\common\Splitgate 2 Playtest\launcher.exe";"";""
"UDP Query User{95D8BEC0-3E3F-4483-8E94-23A0B270B3D7}C:\program files\videolan\vlc\vlc.exe";"VLC media player";"VLC media player";"True";"Inbound";"Allow";"Private";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"C:\program files\videolan\vlc\vlc.exe";"";""
"TCP Query User{D398DF77-A585-4385-8706-2A2340E5DD16}C:\program files\videolan\vlc\vlc.exe";"VLC media player";"VLC media player";"True";"Inbound";"Allow";"Private";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"C:\program files\videolan\vlc\vlc.exe";"";""
"{AC42695C-5FEE-43A0-9248-236B472F14CA}";"Splitgate";;"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"D:\SteamLibrary\steamapps\common\Splitgate\equ8-launcher.exe";"";""
"{7F7D9F1C-7765-47A0-816A-799E63F7FA2E}";"Splitgate";;"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"D:\SteamLibrary\steamapps\common\Splitgate\equ8-launcher.exe";"";""
"{DA04101D-3E07-468F-9442-FBA69C2D61C6}";"Xbox Identity Provider";"Xbox Identity Provider";"False";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@{Microsoft.XboxIdentityProvider_12.115.1001.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.XboxIdentityProvider/Resources/DisplayName}";"S-1-5-21-349234613-936635038-205130404-1001";"Xbox Identity Provider";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"{418F6D46-5EC0-44ED-A713-52E942BA2EEE}";"@{MicrosoftWindows.Client.LKG_1000.22621.3880.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.LKG/resources/ProductPkgDisplayName}";"@{MicrosoftWindows.Client.LKG_1000.22621.3880.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.LKG/resources/ProductPkgDisplayName}";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@{MicrosoftWindows.Client.LKG_1000.22621.3880.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.LKG/resources/ProductPkgDisplayName}";"S-1-5-18";"@{MicrosoftWindows.Client.LKG_1000.22621.3880.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.LKG/resources/ProductPkgDisplayName}";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"{E95613B9-B471-4A18-8E82-0ADA17785306}";"@{MicrosoftWindows.Client.LKG_1000.22621.3880.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.LKG/resources/ProductPkgDisplayName}";"@{MicrosoftWindows.Client.LKG_1000.22621.3880.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.LKG/resources/ProductPkgDisplayName}";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@{MicrosoftWindows.Client.LKG_1000.22621.3880.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.LKG/resources/ProductPkgDisplayName}";"S-1-5-18";"@{MicrosoftWindows.Client.LKG_1000.22621.3880.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.LKG/resources/ProductPkgDisplayName}";"True";"Active";"Any";"Any";"Any";"Any";"Any";"Any";"";""
"{933B43A4-CBDD-43AF-ABF0-A5A5493F0DFE}";"VMware Authd Service (private)";;"True";"Inbound";"Allow";"Private";;"Allow";"System.String[]";;;;;;;;;;"True";"Active";"Any";"LocalSubnet";"Any";"Any";"Any";"C:\Program Files (x86)\VMware\VMware Player\vmware-authd.exe";"";""
"{F655A785-4E49-4E5F-B732-0961A4F3A401}";"VMware Authd Service";;"True";"Inbound";"Allow";"Domain";;"Allow";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"Any";"C:\Program Files (x86)\VMware\VMware Player\vmware-authd.exe";"";""
"UDP Query User{D303CA92-35A4-4942-A2E0-4D08991B65DE}C:\users\olivier\onedrive\bureau\portscan.exe";"PortScan";"PortScan";"True";"Inbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"C:\users\olivier\onedrive\bureau\portscan.exe";"";""
"TCP Query User{5502510F-EA74-462F-B5C6-DC2FDA9A630F}C:\users\olivier\onedrive\bureau\portscan.exe";"PortScan";"PortScan";"True";"Inbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"C:\users\olivier\onedrive\bureau\portscan.exe";"";""
"UDP Query User{A5E848AD-26FC-41CD-B933-44D17D1B66E7}D:\binairespourwindows10-11\anydesk\anydesk.exe";"AnyDesk";"AnyDesk";"True";"Inbound";"Allow";"Private";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"D:\binairespourwindows10-11\anydesk\anydesk.exe";"";""
"TCP Query User{55E194D6-0CE6-42B0-8C23-283EC94139B9}D:\binairespourwindows10-11\anydesk\anydesk.exe";"AnyDesk";"AnyDesk";"True";"Inbound";"Allow";"Private";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"TCP";"D:\binairespourwindows10-11\anydesk\anydesk.exe";"";""
"UDP Query User{D8C80BAF-E585-45D9-A68C-0559BCEAA136}C:\riot games\riot client\riotclientelectron\riot client.exe";"Riot Client";"Riot Client";"True";"Inbound";"Block";"Private";;"DeferToUser";"System.String[]";;;;;;;;;;"True";"Active";"Any";"Any";"Any";"Any";"UDP";"C:\riot games\riot client\riotclientelectron\riot client.exe";"";""
